DATAFLOW,LAST UPDATE,freq,reporter,product,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,EXPQNT,2024,8878704
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,EXPVAL,2024,21595028
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,IMPQNT,2024,81095192
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,IMPVAL,2024,185677100
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,PRODQNT,2024,13499000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,PRODVAL,2024,28702912
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021220,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,EXPQNT,2024,63329
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,EXPVAL,2024,384044
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,IMPQNT,2024,2138897
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,IMPVAL,2024,7160796
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021231,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,EXPQNT,2024,97988
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,EXPVAL,2024,258828
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,IMPQNT,2024,95894
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,IMPVAL,2024,210778
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11021250,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,110212Z0,EXPQNT,2024,8234994
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,110212Z0,EXPVAL,2024,27594980
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,110212Z0,IMPQNT,2024,38186127
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,110212Z0,IMPVAL,2024,94051337
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,110212Z0,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,EXPQNT,2024,27488878
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,EXPVAL,2024,22115521
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,IMPQNT,2024,3727632
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,IMPVAL,2024,7695880
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,PRODQNT,2024,76992800
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,PRODVAL,2024,123257467
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11031000,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11041000,EXPQNT,2024,489901
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11041000,EXPVAL,2024,1210451
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11041000,IMPQNT,2024,17872613
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11041000,IMPVAL,2024,38459367
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11041000,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051000,EXPQNT,2024,366827908
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051000,EXPVAL,2024,258191315
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051000,IMPQNT,2024,118886247
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051000,IMPVAL,2024,112832807
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051000,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051010,EXPQNT,2024,37283527
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051010,EXPVAL,2024,29457148
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051010,IMPQNT,2024,11062682
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051010,IMPVAL,2024,10568120
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11051010,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,EXPQNT,2024,95008111
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,EXPVAL,2024,20171542
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,IMPQNT,2024,126677794
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,IMPVAL,2024,13473050
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,PRODQNT,2024,853713000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,PRODVAL,2024,76288030
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11052000,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061030,EXPQNT,2024,91816121
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061030,EXPVAL,2024,51836772
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061030,IMPQNT,2024,218689960
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061030,IMPVAL,2024,116623981
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061030,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061050,EXPQNT,2024,16413205
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061050,EXPVAL,2024,14702288
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061050,IMPQNT,2024,1279029
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061050,IMPVAL,2024,1878781
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11061050,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071130,EXPQNT,2024,55624279
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071130,EXPVAL,2024,25968133
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071130,IMPQNT,2024,24942616
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071130,IMPVAL,2024,10175130
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071130,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071150,EXPVAL,2024,6144179
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071150,IMPVAL,2024,5776508
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071150,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,EXPQNT,2024,913880257
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,EXPVAL,2024,646777998
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,IMPQNT,2024,271693757
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,IMPVAL,2024,304130438
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,PRODQNT,2024,3270588700
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,PRODVAL,2024,2067414418
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071930,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,EXPQNT,2024,269269244
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,EXPVAL,2024,164070195
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,IMPQNT,2024,89191934
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,IMPVAL,2024,108219898
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,PRODQNT,2024,1322877100
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,PRODVAL,2024,577678016
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071950,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071970,EXPQNT,2024,14819506
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071970,EXPVAL,2024,30042026
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071970,IMPQNT,2024,67612695
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071970,IMPVAL,2024,108012007
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,11071970,QNTUNIT,2024,l
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001130,EXPQNT,2024,270219000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001130,EXPVAL,2024,22086607
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001130,IMPQNT,2024,85437000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001130,IMPVAL,2024,8865255
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001130,QNTUNIT,2024,p/st
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001150,EXPQNT,2024,172861621000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001150,EXPVAL,2024,4531763558
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001150,IMPQNT,2024,2534070000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001150,IMPVAL,2024,37356163
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001150,QNTUNIT,2024,p/st
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,EXPQNT,2024,4006
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,EXPVAL,2024,482480
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,IMPQNT,2024,676
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,IMPVAL,2024,9084
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001170,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001200,EXPQNT,2024,7628556
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001200,EXPVAL,2024,70032483
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001200,IMPQNT,2024,89811823
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001200,IMPVAL,2024,657048981
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001200,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,EXPQNT,2024,41635874
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,EXPVAL,2024,661106465
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,IMPQNT,2024,18465598
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,IMPVAL,2024,160640603
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,PRODQNT,2024,26620000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,PRODVAL,2024,459471178
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001930,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001940,EXPQNT,2024,4034313
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001940,EXPVAL,2024,105575795
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001940,IMPQNT,2024,6460950
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001940,IMPVAL,2024,292056170
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001940,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,EXPQNT,2024,759871
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,EXPVAL,2024,41139786
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,IMPQNT,2024,765078
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,IMPVAL,2024,50773339
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,PRODQNT,2024,917000
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,PRODVAL,2024,35565052
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001951,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001991,EXPQNT,2024,6609268
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001991,EXPVAL,2024,39288921
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001991,IMPQNT,2024,22034642
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001991,IMPVAL,2024,140929407
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,12001991,QNTUNIT,2024,kg
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,EXPQNT,2024,13778
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,EXPVAL,2024,239711
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,IMPQNT,2024,199158
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,IMPVAL,2024,3535427
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13101000,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,EXPQNT,2024,345
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,EXPVAL,2024,11170
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,IMPQNT,2024,2746
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,IMPVAL,2024,128599
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102100,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,EXPQNT,2024,14953
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,EXPVAL,2024,56109
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,IMPQNT,2024,2170270
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,IMPVAL,2024,5417772
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102200,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,EXPQNT,2024,19560
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,EXPVAL,2024,61556
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,IMPQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,IMPVAL,2024,76
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102300,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102400,EXPQNT,2024,300042
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102400,EXPVAL,2024,2179882
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102400,IMPQNT,2024,5717333
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102400,IMPVAL,2024,68011603
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102400,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102500,EXPQNT,2024,2177320
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102500,EXPVAL,2024,7947567
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102500,IMPQNT,2024,6124401
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102500,IMPVAL,2024,14029260
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102500,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,EXPQNT,2024,46196
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,EXPVAL,2024,102082
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,IMPQNT,2024,1056582
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,IMPVAL,2024,1014619
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102600,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102900,EXPQNT,2024,1462089
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102900,EXPVAL,2024,8683349
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102900,IMPQNT,2024,7016699
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102900,IMPVAL,2024,13819777
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13102900,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103100,EXPQNT,2024,25095
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103100,EXPVAL,2024,153595
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103100,IMPQNT,2024,692661
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103100,IMPVAL,2024,2850775
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103100,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,EXPQNT,2024,558
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,EXPVAL,2024,1800
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,IMPQNT,2024,18092
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,IMPVAL,2024,160173
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13103200,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,EXPQNT,2024,19999
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,EXPVAL,2024,28936
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,IMPQNT,2024,25367
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,IMPVAL,2024,107131
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104010,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,EXPQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,EXPVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,IMPQNT,2024,394
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,IMPVAL,2024,45380
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104030,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104050,EXPQNT,2024,108
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104050,EXPVAL,2024,7030
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104050,IMPQNT,2024,3241
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104050,IMPVAL,2024,48395
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13104050,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105010,EXPQNT,2024,328137
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105010,EXPVAL,2024,2992870
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105010,IMPQNT,2024,410914
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105010,IMPVAL,2024,4301603
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105010,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105030,EXPQNT,2024,2912950
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105030,EXPVAL,2024,53102067
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105030,IMPQNT,2024,722772
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105030,IMPVAL,2024,14005605
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105030,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,EXPQNT,2024,24044
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,EXPVAL,2024,986713
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,IMPQNT,2024,41603
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,IMPVAL,2024,546191
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13105050,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106132,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106132,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106132,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106133,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106133,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106133,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106135,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106152,PRODQNT,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106152,PRODVAL,2024,0
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106152,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106153,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106155,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,EXPQNT,2024,392076
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,EXPVAL,2024,5007536
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,IMPQNT,2024,310684
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,IMPVAL,2024,2708130
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,PRODQNT,2024,46485
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,PRODVAL,2024,1864230
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106160,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z1,EXPQNT,2024,2667268
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z1,EXPVAL,2024,8150446
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z1,IMPQNT,2024,7988210
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z1,IMPVAL,2024,19097435
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z1,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z2,EXPQNT,2024,865721
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z2,EXPVAL,2024,3851404
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z2,IMPQNT,2024,9952314
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z2,IMPVAL,2024,32806741
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,131061Z2,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106200,EXPQNT,2024,14355
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106200,EXPVAL,2024,254580
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106200,IMPQNT,2024,16534
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106200,IMPVAL,2024,197421
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13106200,QNTUNIT,2024,KG
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13107110,EXPQNT,2024,1677186
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13107110,EXPVAL,2024,22465790
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13107110,IMPQNT,2024,97350
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13107110,IMPVAL,2024,1361193
ESTAT:DS-059358(1.0),27/04/26 11:00:00,A,PL,13107110,QNTUNIT,2024,KG
